Datetime,Symbol,Rule,Side,Performance,NumTicks
2020-09-04 14:45:00,C,0.5x2,1,0.3987089424720036,5
2020-09-04 15:15:00,C,0.5x2,1,-0.7658850226928915,4
2020-08-27 10:45:00,MU,3x3,1,0.10122595883477192,5
2020-08-27 14:15:00,MU,3x3,1,0.2808357672433148,5
2020-08-28 10:45:00,MU,3x3,1,0.29883785279469777,5
2020-08-31 10:45:00,MU,3x3,1,-0.6267179769103959,5
2020-09-01 11:15:00,MU,3x3,1,-0.5593945376768716,5
2020-09-01 12:45:00,MU,3x3,1,0.6311593400509352,5
2020-09-01 13:15:00,MU,3x3,1,0.1541680431670578,5
2020-09-02 10:45:00,MU,3x3,1,0.6539394578630953,5
2020-09-02 11:15:00,MU,3x3,1,-0.209621632952528,5
2020-09-03 10:45:00,MU,3x3,1,0.0,5
2020-09-03 11:45:00,MU,3x3,1,-0.3427592116538092,5
2020-09-03 13:15:00,MU,3x3,1,-0.010837758751480742,5
2020-09-04 11:15:00,MU,3x3,1,0.8728317313003942,5
2020-09-04 11:45:00,MU,3x3,1,0.8303288539276865,5
2020-09-04 12:15:00,MU,3x3,1,0.6827788013438862,5
2020-08-26 10:45:00,LRCX,3x3,1,-0.6460131758291743,5
2020-08-26 11:45:00,LRCX,3x3,1,0.26354990260113453,5
2020-08-27 10:45:00,LRCX,3x3,1,0.4040995607613507,5
2020-08-28 10:45:00,LRCX,3x3,1,0.31368354101015683,5
2020-08-31 10:45:00,LRCX,3x3,1,-0.6667743688407723,5
2020-09-01 10:45:00,LRCX,3x3,1,-0.833393724182907,5
2020-09-02 10:45:00,LRCX,3x3,1,-0.04497919712134202,5
2020-09-02 11:15:00,LRCX,3x3,1,-0.21945249416200907,5
2020-09-03 10:45:00,LRCX,3x3,1,0.10809252720329621,5
2020-09-03 11:15:00,LRCX,3x3,1,0.8407998489754931,5
2020-09-03 11:45:00,LRCX,3x3,1,-1.0468493859825623,5
2020-09-03 12:15:00,LRCX,3x3,1,-0.2747971735147847,5
2020-09-03 12:45:00,LRCX,3x3,1,-0.33539430704618844,5
2020-09-03 13:15:00,LRCX,3x3,1,-0.0468370363865267,5
2020-09-03 13:45:00,LRCX,3x3,1,0.7192027124216738,5
2020-09-04 10:45:00,LRCX,3x3,1,1.137103020914032,5
2020-09-04 11:15:00,LRCX,3x3,1,0.7913911339701318,5
2020-09-04 11:45:00,LRCX,3x3,1,0.007560407657170032,5
2020-09-04 13:15:00,LRCX,3x3,1,-0.31818181818181746,5
2020-09-04 13:45:00,LRCX,3x3,1,0.1956501956501988,5
2020-09-04 15:15:00,LRCX,3x3,1,-0.3612630827782959,5
2020-08-27 10:45:00,AMAT,3x3,1,0.5101627662158936,5
2020-08-27 14:15:00,AMAT,3x3,1,0.5065123010130401,5
2020-08-28 11:15:00,AMAT,3x3,1,0.05603586295228613,5
2020-08-31 10:45:00,AMAT,3x3,1,-1.145346023552185,5
2020-09-01 10:45:00,AMAT,3x3,1,-0.35529715762273595,5
2020-09-01 11:45:00,AMAT,3x3,1,0.08134710811029677,5
2020-09-02 10:45:00,AMAT,3x3,1,-0.046583850931680715,5
2020-09-02 11:15:00,AMAT,3x3,1,-0.2018633540372794,5
2020-09-02 11:45:00,AMAT,3x3,1,1.2130637636080799,5
2020-09-03 10:45:00,AMAT,3x3,1,-0.2876318312559967,5
2020-09-03 11:15:00,AMAT,3x3,1,0.7580645161290311,5
2020-09-03 11:45:00,AMAT,3x3,1,-0.4796929964822505,5
2020-09-03 13:15:00,AMAT,3x3,1,-0.1790073230268474,5
2020-09-03 13:45:00,AMAT,3x3,1,0.28522532800914213,5
2020-09-03 15:15:00,AMAT,3x3,1,0.4407083979433457,5
2020-09-04 10:45:00,AMAT,3x3,1,1.5334810018742706,5
2020-09-04 11:15:00,AMAT,3x3,1,0.7777220270948293,5
2020-09-04 11:45:00,AMAT,3x3,1,0.09090157838194113,5
2020-09-04 12:15:00,AMAT,3x3,1,0.8684145231990792,5
2020-09-04 13:45:00,AMAT,3x3,1,-0.14842912509276385,5
2020-09-04 14:45:00,AMAT,3x3,1,0.6524221171097633,5
2020-09-04 15:15:00,AMAT,3x3,1,-0.8021390374331472,5
2020-08-26 10:45:00,JPM,3x3,1,0.025105442860007265,5
2020-08-27 10:45:00,JPM,3x3,1,0.09827044025156884,5
2020-08-27 11:15:00,JPM,3x3,1,-0.058852378616969236,5
2020-08-27 12:45:00,JPM,3x3,1,0.3686590640975318,5
2020-08-31 10:45:00,JPM,3x3,1,-1.4247551202137165,5
2020-09-02 10:45:00,JPM,3x3,1,0.5639097744360999,5
2020-09-03 10:45:00,JPM,3x3,1,-0.9527494317357443,5
2020-09-03 11:15:00,JPM,3x3,1,0.6146734854445279,5
2020-09-03 11:45:00,JPM,3x3,1,0.529697385845318,5
2020-09-03 12:15:00,JPM,3x3,1,-0.46327904028088396,5
2020-09-03 13:45:00,JPM,3x3,1,0.09340740376579948,5
2020-09-03 15:15:00,JPM,3x3,1,0.054369315935165474,5
2020-09-04 10:45:00,JPM,3x3,1,-0.26383935115062984,5
2020-09-04 11:45:00,JPM,3x3,1,0.6986126143855298,5
2020-09-04 15:15:00,JPM,3x3,1,-0.638471508808991,5
2020-08-27 10:45:00,GS,3x3,1,-0.004730145215459114,5
2020-08-27 11:15:00,GS,3x3,1,0.08522323753608063,5
2020-08-28 10:45:00,GS,3x3,1,-0.0765074355663975,5
2020-08-31 10:45:00,GS,3x3,1,-0.14603514579175636,5
2020-09-02 10:45:00,GS,3x3,1,0.23986567522187308,5
2020-09-03 10:45:00,GS,3x3,1,-0.8247618144759938,5
2020-09-03 11:15:00,GS,3x3,1,0.8978567290982786,5
2020-09-03 11:45:00,GS,3x3,1,0.41884064908332963,5
2020-09-03 13:15:00,GS,3x3,1,0.0819316593570818,5
2020-09-03 13:45:00,GS,3x3,1,0.014432791301821624,5
2020-09-03 15:15:00,GS,3x3,1,0.1668157532093817,5
2020-09-04 10:45:00,GS,3x3,1,0.41492769096378446,5
2020-09-04 11:15:00,GS,3x3,1,-0.49611577648167593,5
2020-09-04 11:45:00,GS,3x3,1,0.8685286103542245,5
2020-09-04 12:15:00,GS,3x3,1,0.6786619973433217,5
2020-09-04 13:15:00,GS,3x3,1,0.03377074488613019,5
2020-09-04 14:45:00,GS,3x3,1,0.14646822584456487,5
2020-09-04 15:15:00,GS,3x3,1,-0.20994527269296848,5
2020-08-24 12:45:00,BAC,3x3,1,-0.21602513747054353,5
2020-08-24 15:15:00,BAC,3x3,1,0.5297233666862855,5
2020-08-25 10:45:00,BAC,3x3,1,0.1162565394303483,5
2020-08-25 13:45:00,BAC,3x3,1,-0.19241870309794074,5
2020-08-26 10:45:00,BAC,3x3,1,-0.13631937682571094,5
2020-08-27 10:45:00,BAC,3x3,1,0.019212295869364127,5
2020-08-27 11:15:00,BAC,3x3,1,0.03838034926118006,5
2020-08-27 15:15:00,BAC,3x3,1,-0.05746025665581689,5
2020-08-28 11:45:00,BAC,3x3,1,0.1145694099675465,5
2020-08-31 10:45:00,BAC,3x3,1,-0.7744433688286478,5
2020-09-02 10:45:00,BAC,3x3,1,0.4837461300309487,5
2020-09-02 11:15:00,BAC,3x3,1,-0.15414258188823915,5
2020-09-03 10:45:00,BAC,3x3,1,-0.8620689655172487,5
2020-09-03 11:15:00,BAC,3x3,1,1.1930373557598184,5
2020-09-03 11:45:00,BAC,3x3,1,0.3294573643410903,5
2020-09-03 12:15:00,BAC,3x3,1,-0.5988023952095856,5
2020-09-03 13:15:00,BAC,3x3,1,-0.07774538386784435,5
2020-09-03 13:45:00,BAC,3x3,1,0.11675423234092097,5
